Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSMUSG00000061024,Rrs1,0.01081003957246629,3.2334519251274605,0.027829328041602246,0,-2.1917554463407836,0.3810057683248148,0,-0.9325069349292576,0.8902765081475509
ENSMUSG00000025912,Mybl1,0.020268824198374294,3.0635269236851483,0.005295113180128355,0.0019636181799332873,-2.0218304448984696,0.2175409317079588,0,-1.8500447747372846,0.474369339939745
ENSMUSG00000045210,Vcpip1,0.01081003957246629,2.2334519251274605,0.14157558226995653,0.0019636181799332873,-1.1917554463407827,0.7815289907746276,0,-1.084510028374308,0.9326141783841614
ENSMUSG00000097893,1700034P13Rik,0.005405019786233145,-1.3149846995685817,0.3448537807403526,0.019636181799332873,1.630246251681223,0.35679839177732164,0.007571482317531984,-0.08451002837430721,1
ENSMUSG00000025915,Sgk3,0.0027025098931165725,0.6484894244063044,0.8249920717408602,0.0019636181799332873,0.3932070543803734,1,0,0.23741806651305453,1
ENSMUSG00000098234,Snhg6,0.01081003957246629,0.06352692368514745,1,0.0157089454394663,0.9781695551015295,0.7194693421795075,0,-1.8500447747372846,0.46045232581992906
ENSMUSG00000025916,Ppp1r42,0.05675270775544802,-0.15406451138747945,0.9490854766809935,0.05890854539799862,-0.021830444898470525,1,0.07192908201655385,0.36952160252040134,0.9968435037402905
ENSMUSG00000025917,Cops5,0.10674914077810461,0.2357078990678274,0.7300727003444928,0.10407176353646422,0.13314421507787078,1,0.06435759969902187,-0.6479393675458218,0.7137360311963983
ENSMUSG00000056763,Cspp1,0.03648388355707373,0.3473198896857381,0.7112884487699279,0.017672563619399586,-1.0574543546291908,0.373943465189829,0.0492146350639579,0.835319622941709,0.5488652285915361
ENSMUSG00000067851,Arfgef1,0.009458784625908004,0.7415988287977848,0.7066897438475473,0.00785447271973315,0.300097649988893,1,0,-1.3475444342081015,0.709131478583441
ENSMUSG00000042501,Cpa6,0,-2.5214355770360095,0.22441199113606794,0.009818090899666437,3.5631320558226856,0.06814722722765951,0,-0.34754443420810155,1
ENSMUSG00000048960,Prex2,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000057715,A830018L16Rik,0.004053764839674859,2.0635269236851483,0.3307800144758683,0,-1.0218304448984705,0.9507990401352742,0,0.23741806651305453,1
ENSMUSG00000101314,Gm29663,0,-2.5214355770360095,0.22441199113606794,0.009818090899666437,3.5631320558226856,0.06814722722765951,0,-0.34754443420810155,1
ENSMUSG00000099498,Gm29283,0.005405019786233145,-0.6145449814274899,0.7770675691437341,0.009818090899666437,0.7557771337650818,0.9507990401352742,0.007571482317531984,0.5004524723468489,1
ENSMUSG00000005886,Ncoa2,0.006756274732791431,0.3265613295189409,0.954017456689439,0.00785447271973315,0.7151351492677369,0.9507990401352742,0,-1.084510028374308,0.909158814825629
ENSMUSG00000025935,Tram1,0.08377780668661375,1.0866105367981889,0.05430804025532163,0.047126836318398896,-0.4864987119019144,0.7647930993664072,0.022714446952595953,-1.3981705072780692,0.1884852696704202
ENSMUSG00000067813,Xkr9,0,-0.9364730763148525,1,0,-0.021830444898471413,1,0.003785741158765992,3.2374180665130554,0.5488652285915361
ENSMUSG00000092083,Kcnb2,0,-0.9364730763148525,1,0,-0.021830444898471413,1,0.003785741158765992,3.2374180665130554,0.5488652285915361
ENSMUSG00000025925,Terf1,0.03243011871739887,1.3854550185725092,0.09074254662617749,0.0157089454394663,-0.5523451615972501,0.8693046467954315,0.003785741158765992,-1.806976052845398,0.3054296721333933
ENSMUSG00000067795,4930444P10Rik,0.041888903343306874,0.10933061329827254,1,0.054981309038132045,0.7486877089787631,0.5061273720210717,0.007571482317531984,-2.084510028374307,0.07634451463233946
ENSMUSG00000043716,Rpl7,0.0986416110987549,0.08315573043407998,1,0.10210814535653094,0.15150115798709196,1,0.07571482317531984,-0.34754443420810066,1
ENSMUSG00000025921,Rdh10,0.0013512549465582863,-1.258401171202216,0.6884378156994444,0.003927236359866575,0.5631320558226864,1,0.007571482317531984,1.8223805672342115,0.6381016138628836
ENSMUSG00000025920,Stau2,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000089982,Gm7568,0,-4.106398077757166,0.0012825254553620853,0.00785447271973315,-0.5072572720687116,1,0.0492146350639579,3.7228448936832965,0.000217440464182695
ENSMUSG00000025939,Ube2w,0.02567384398460744,-1.1691338331051275,0.07009028720460103,0.03338150905886588,-0.46661528757136583,0.7867091045745576,0.10978649360421378,1.9348552964926236,0.001992551868806077
ENSMUSG00000079658,Eloc,0.07972404184693889,-0.5531444367633473,0.35450053603684145,0.11585347261606395,0.36149819465303556,0.7654670882700079,0.12114371708051175,0.3869944225635651,0.8662179792925676
ENSMUSG00000097744,D030040B21Rik,0.005405019786233145,2.385455018572511,0.20623084323879487,0,-1.3437585397858332,0.7647930993664072,0,-0.0845100283743081,1
ENSMUSG00000025940,Tmem70,0.006756274732791431,0.6484894244063035,0.7456725498885117,0,-2.1917554463407836,0.4522185335232311,0.011357223476297976,1.6524555657918993,0.5488652285915361
ENSMUSG00000101640,Gm28376,0.0013512549465582863,-0.9364730763148534,0.8289885177548818,0.005890854539799862,1.9781695551015295,0.5061273720210717,0,-0.0845100283743081,1
ENSMUSG00000042686,Jph1,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000100110,Gm28783,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000025777,Gdap1,0,-1.5214355770360104,0.7112884487699279,0.003927236359866575,2.5631320558226856,0.5061273720210717,0,0.6524555657918985,1
ENSMUSG00000109887,Gm28756,0.0013512549465582863,-0.9364730763148534,0.8289885177548818,0.005890854539799862,1.9781695551015295,0.5061273720210717,0,-0.0845100283743081,1
ENSMUSG00000067773,Defb41,0,-2.258401171202216,0.3472271224406396,0.00785447271973315,3.300097649988892,0.1387471929830662,0,-0.0845100283743081,1
ENSMUSG00000100538,Gm28340,0,-0.9364730763148525,1,0,-0.021830444898471413,1,0.003785741158765992,3.2374180665130554,0.5488652285915361
ENSMUSG00000043760,Pkhd1,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000089914,4930486I03Rik,0,-2.743827998372457,0.16439997898369782,0.005890854539799862,0.9781695551015304,0.8925445585897277,0.011357223476297976,2.2374180665130554,0.371791298317567
ENSMUSG00000025931,Paqr8,0.024322589038049153,0.7264919364075766,0.5166236165190792,0.017672563619399586,-0.0922197727898677,1,0.007571482317531984,-0.9849743548233922,0.7449442654823203
ENSMUSG00000041809,Efhc1,0.08512906163317203,0.28216721016048796,0.7112884487699279,0.08836281809699792,0.3119069522785254,0.8681895294863184,0.03407167042889393,-1.208838163376508,0.25177543263562907
ENSMUSG00000041779,Tram2,0.0013512549465582863,-1.5214355770360095,0.5100386196520629,0.009818090899666437,2.5631320558226856,0.1858939305966087,0,-0.5699368555445492,1
ENSMUSG00000025934,Gsta3,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000028033,Kcnq5,0.0027025098931165725,1.6484894244063044,0.5166236165190792,0,-0.6067929456196275,1,0,0.6524555657918985,1
ENSMUSG00000073730,4933415F23Rik,0.1378280045489452,0.37498801952144056,0.5467889292628902,0.10996261807626409,-0.20016768615698277,1,0.0984292701279158,-0.3205773866078312,1
ENSMUSG00000026156,B3gat2,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000026155,Smap1,0.008107529679349718,-4.468968157141873,0.000000000000000042466687962764186,0.23956141795186103,2.3971221043837567,0.000000020331915012749734,0.1476439051918737,0.5481189059771641,0.6073691701883424
ENSMUSG00000026154,Sdhaf4,0.07026525722103089,1.4695192833609836,0.010389057354313048,0.0314178908789326,-0.7417225257057352,0.5572940925658265,0.011357223476297976,-1.8711063902651137,0.09855802101683782
ENSMUSG00000026153,Fam135a,0.016215059358699435,1.1790041411050831,0.32857416672619955,0.009818090899666437,-0.1373076623184062,1,0,-1.9325069349292576,0.4839885743855665
ENSMUSG00000026147,Col9a1,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000026141,Col19a1,0.008107529679349718,1.870881845742752,0.22815462146749807,0.0019636181799332873,-0.8291853669560743,0.9054370590545981,0,-0.7625819334869455,1
ENSMUSG00000073725,Lmbrd1,0.009458784625908004,-1.6369127944559443,0.041082855804734066,0.04319959995853232,2.042299892521246,0.011829571318212832,0.011357223476297976,-0.6694725290954633,0.91309678111411
ENSMUSG00000099392,Gm29414,0.0013512549465582863,-1.7438279983724572,0.35630854122471617,0.009818090899666437,1.9781695551015295,0.3240337906857286,0.003785741158765992,0.4300631444554517,1
ENSMUSG00000033569,Adgrb3,0.005405019786233145,1.385455018572511,0.5100386196520629,0.0019636181799332873,-0.34375853978583226,1,0,-0.34754443420810155,1
ENSMUSG00000073722,4931408C20Rik,0,-1.5214355770360104,0.7112884487699279,0,-0.6067929456196275,0.9507990401352742,0.007571482317531984,3.8223805672342115,0.1910938852954922
ENSMUSG00000048411,Gm597,0.0013512549465582863,-1.258401171202216,0.6884378156994444,0.0019636181799332873,-0.34375853978583226,1,0.011357223476297976,2.6524555657918993,0.23909873505487086
ENSMUSG00000048874,Phf3,0,-2.5214355770360095,0.22441199113606794,0.009818090899666437,3.5631320558226856,0.06814722722765951,0,-0.34754443420810155,1
ENSMUSG00000026064,Ptp4a1,0,-0.9364730763148525,1,0,-0.021830444898471413,1,0.003785741158765992,3.2374180665130554,0.5488652285915361
ENSMUSG00000086727,4931428L18Rik,0.0391863934501903,0.6484894244063035,0.4456246809940783,0.025527036339132735,-0.38440052428317895,0.9507990401352742,0.022714446952595953,-0.38149176613143876,1
ENSMUSG00000050217,Lgsn,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000026063,Pih1d3,0.005405019786233145,0.06352692368514745,1,0.00785447271973315,0.9781695551015304,0.9322318781699541,0,-0.9325069349292576,0.8902765081475509
ENSMUSG00000026058,Khdrbs2,0,-1.9364730763148534,0.5166236165190792,0.005890854539799862,2.9781695551015295,0.27381917043234166,0,0.23741806651305453,1
ENSMUSG00000091318,Gm5415,0.0027025098931165725,-0.6734386704810591,0.8868433247413795,0.00785447271973315,1.715135149267736,0.5061273720210717,0,-0.5699368555445492,1
ENSMUSG00000026134,Prim2,0.014863804412141149,1.326561329518941,0.2859418750933086,0.00785447271973315,-0.2848648507322631,1,0,-1.7625819334869455,0.47127069161442914
ENSMUSG00000004768,Rab23,0.01081003957246629,2.2334519251274605,0.10375932941068146,0,-2.343758539785833,0.27381917043234166,0.003785741158765992,0.06749306507074326,1
ENSMUSG00000042197,Zfp451,0.03243011871739887,-1.9508283692919228,0.000056568227284179004,0.13352603623546352,1.2538039977149573,0.023701360465111607,0.12114371708051175,0.7426533747634774,0.44256391558047276
ENSMUSG00000042182,Bend6,0.0027025098931165725,0.6484894244063044,0.8249920717408602,0.0019636181799332873,0.3932070543803734,1,0,0.23741806651305453,1
ENSMUSG00000026131,Dst,0.01756631430525772,-0.5214355770360086,0.6665035177649024,0.037308745418732456,1.3932070543803743,0.1387471929830662,0.003785741158765992,-1.806976052845398,0.3054296721333933
ENSMUSG00000042111,Ccdc115,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000026127,Imp4,0.01756631430525772,1.5489537508553886,0.16581527423455164,0.005890854539799862,-0.9287210405069883,0.7647930993664072,0.003785741158765992,-0.8500447747372837,0.8908213003546165
ENSMUSG00000026126,Ptpn18,0.005405019786233145,1.385455018572511,0.499325820963109,0.0019636181799332873,-0.34375853978583226,1,0,-0.34754443420810155,1
ENSMUSG00000100280,Gm28417,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000101223,4930568A12Rik,0.012161294519024576,0.06352692368514745,1,0.013745327259533011,0.3932070543803743,1,0.007571482317531984,-0.2650822740161276,1
ENSMUSG00000026125,Prss39,0.1270179649764789,-0.3889852810123591,0.5166236165190792,0.157089454394663,0.14809455654384251,1,0.1855013167795336,0.4300631444554517,0.7233967122123298
ENSMUSG00000037529,Prss40,0.020268824198374294,-0.6369127944559443,0.5166236165190792,0.027490654519066023,0.13017264854657906,1,0.04164315274642592,0.9154899716256928,0.5488652285915361
ENSMUSG00000045815,1700101I19Rik,0.024322589038049153,0.1415294356864205,1,0.023563418159199448,0.09364677252146603,1,0.01892870579382996,-0.13181574315266342,1
ENSMUSG00000037503,Fam168b,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000026123,Plekhb2,0.0027025098931165725,1.6484894244063044,0.5100386196520629,0,-0.6067929456196275,0.9507990401352742,0,0.6524555657918985,1
ENSMUSG00000103708,Gm33222,0.0027025098931165725,0.6484894244063044,0.8542814480342317,0.0019636181799332873,0.3932070543803734,1,0,0.23741806651305453,1
ENSMUSG00000104201,4930535G08Rik,0.005405019786233145,1.385455018572511,0.506636139039465,0,-1.6067929456196266,0.6720501659830723,0.003785741158765992,0.9154899716256928,1
ENSMUSG00000102202,Gm33280,0,-0.9364730763148525,1,0,-0.021830444898471413,1,0.003785741158765992,3.2374180665130554,0.5488652285915361
ENSMUSG00000102762,4930403P22Rik,0,-3.743827998372457,0.007767711311407084,0.0157089454394663,1.5631320558226864,0.37509101090443253,0.01892870579382996,1.6524555657918993,0.3699839888451904
ENSMUSG00000010453,Kansl3,0.013512549465582863,2.5229585423224457,0.046969839360779926,0.0019636181799332873,-1.481262063535767,0.5455801151093386,0,-1.3475444342081015,0.7233967122123298
ENSMUSG00000037432,Fer1l5,0.004053764839674859,0.4785644229639905,0.8799568985279315,0.003927236359866575,0.5631320558226864,1,0,-0.34754443420810155,1
ENSMUSG00000001143,Lman2l,0.012161294519024576,1.38545501857251,0.29837168630828176,0.003927236359866575,-0.8962995628146109,0.8218219466298148,0.003785741158765992,-0.34754443420810066,1
ENSMUSG00000037408,Cnnm4,0.0027025098931165725,0.6484894244063044,0.8249920717408602,0.0019636181799332873,0.3932070543803734,1,0,0.23741806651305453,1
ENSMUSG00000067653,Ankrd23,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000079610,Ankrd39,0.01081003957246629,2.2334519251274605,0.15739056616616823,0.0019636181799332873,-1.1917554463407827,0.8025021595566313,0,-1.084510028374308,0.960176005731755
ENSMUSG00000026121,Sema4c,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000087589,D430040D24Rik,0.006756274732791431,2.6484894244063044,0.12601372106618483,0,-1.6067929456196266,0.6656782564150634,0,-0.34754443420810155,1
ENSMUSG00000046337,Fam178b,0.1499892990679698,0.9639912501342329,0.04406492841503074,0.10210814535653094,-0.18872775364321415,1,0.026500188111361945,-2.1201339381050284,0.008909801366665148
ENSMUSG00000061518,Cox5b,0.15269180896108636,0.78789248107172,0.11568212148585577,0.1237079453357971,0.0833517917935862,1,0.01892870579382996,-2.6452249828487857,0.001167888823631631
ENSMUSG00000037351,Actr1b,0.009458784625908004,1.4785644229639905,0.32857416672619955,0.003927236359866575,-0.43686794417731356,1,0,-1.084510028374308,0.8908213003546165
ENSMUSG00000102416,4933424G06Rik,0.009458784625908004,-1.7944540714424244,0.01810671770198981,0.047126836318398896,2.0370632441550987,0.00765674125570666,0.015142964635063969,-0.44065383859958196,1
ENSMUSG00000026117,Zap70,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000026116,Tmem131,0.0013512549465582863,0.06352692368514745,1,0,-0.6067929456196275,0.9507990401352742,0.003785741158765992,2.2374180665130554,0.7844981433572474
ENSMUSG00000102930,Gm38115,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000050122,Vwa3b,0.024322589038049153,-1.8783701217512845,0.0005902372496853081,0.08050834537726477,0.7266307881055654,0.4766603705270314,0.11735797592174575,1.3305274709045367,0.05536768618297188
ENSMUSG00000026113,Inpp4a,0.0013512549465582863,-1.9364730763148534,0.2762921061978865,0.009818090899666437,1.5631320558226864,0.5949882551289809,0.007571482317531984,1.0150256451766078,1
ENSMUSG00000086064,4930439A04Rik,0,-1.9364730763148534,0.5166236165190792,0.005890854539799862,2.9781695551015295,0.27381917043234166,0,0.23741806651305453,1
ENSMUSG00000026112,Coa5,0.0027025098931165725,-0.9364730763148525,0.7112884487699279,0.0019636181799332873,-0.8291853669560743,0.9075100750500256,0.015142964635063969,2.559346161400418,0.16469305497131975
ENSMUSG00000026111,Unc50,0.04459141323642345,4.150989764935487,0.0000013601749492007947,0,-4.151113461843437,0.0007594145375129489,0.003785741158765992,-1.8500447747372837,0.23924272109339337
ENSMUSG00000026110,Mgat4a,0,-4.328790499093613,0.000159570104908109,0.025527036339132735,1.785524477159134,0.1334273976118228,0.026500188111361945,1.4300631444554517,0.3981456686724436
ENSMUSG00000026090,2010300C02Rik,0.0013512549465582863,-0.9364730763148534,0.8289885177548818,0.005890854539799862,1.9781695551015295,0.5061273720210717,0,-0.0845100283743081,1
ENSMUSG00000089767,4930556I23Rik,0,-0.9364730763148525,1,0,-0.021830444898471413,1,0.003785741158765992,3.2374180665130554,0.5488652285915361
ENSMUSG00000060771,Tsga10,0.10674914077810461,0.1956304596924925,0.8186912811154833,0.1079989998963308,0.18561163497200628,0.9971082685333226,0.06435759969902187,-0.6694725290954633,0.7051986832943108
ENSMUSG00000026088,Mitd1,0.005405019786233145,1.385455018572511,0.5166236165190792,0.0019636181799332873,-0.34375853978583226,1,0,-0.34754443420810155,1
ENSMUSG00000026087,Mrpl30,0.04053764839674859,-0.7371642680914463,0.2918109421847316,0.06676301811773176,0.46359638227177147,0.7647930993664072,0.07192908201655385,0.5369783483719637,0.7717268900700585
ENSMUSG00000058407,Txndc9,0.0391863934501903,-0.38713448532441763,0.7038671961194326,0.0765811090173982,1.3459013396020167,0.04634914026809015,0.003785741158765992,-2.8711063902651137,0.011601384764661908
ENSMUSG00000026083,Eif5b,0.1081003957246629,-0.9803273659042802,0.028537426908509203,0.3043608178896595,1.7400098179067653,0.000027898177363185553,0.04164315274642592,-2.0602624821276296,0.00607375445745991
ENSMUSG00000026082,Rev1,0.006756274732791431,1.6484894244063044,0.3409204534283377,0.0019636181799332873,-0.6067929456196257,1,0,-0.5699368555445492,1
ENSMUSG00000102716,Gm5099,0.0013512549465582863,-0.5214355770360104,1,0.0019636181799332873,0.3932070543803734,1,0.003785741158765992,1.6524555657918993,0.91309678111411
ENSMUSG00000037138,Aff3,0,-1.9364730763148534,0.5166236165190792,0.003927236359866575,1.5631320558226856,0.7647930993664072,0.003785741158765992,1.6524555657918993,0.9311711734499495
ENSMUSG00000085391,Gm16150,0,-1.5214355770360104,0.7582286226179354,0,-0.6067929456196275,1,0.007571482317531984,3.8223805672342115,0.24192586657311338
ENSMUSG00000026078,Pdcl3,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000104188,Gm37821,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000026077,Npas2,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000073702,Rpl31,0.18917569251816008,0.727344845117543,0.13540831915576373,0.11585347261606395,-0.5243307854276531,0.6461314787233946,0.10978649360421378,-0.49954752765315114,0.8361609429046393
ENSMUSG00000003134,Tbc1d8,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000003135,Cnot11,0.01756631430525772,1.8708818457427512,0.0818701725022049,0.005890854539799862,-0.8291853669560743,0.7647930993664072,0,-1.8500447747372846,0.46045232581992906
ENSMUSG00000050967,Creg2,0.006756274732791431,1.6484894244063044,0.3409204534283377,0.0019636181799332873,-0.6067929456196257,1,0,-0.5699368555445492,1
ENSMUSG00000057173,Rfx8,0.048645178076098305,0.8806628665353369,0.22815462146749807,0.03534512723879917,-0.059305150317133126,1,0.007571482317531984,-1.9589791462904476,0.14820896116466303
ENSMUSG00000101634,1700066B17Rik,0,-5.06575609325982,0.0000002572360188695032,0.04123598177859903,1.630246251681223,0.051702652327601385,0.0492146350639579,1.5853413699333618,0.10345563040343889
ENSMUSG00000104441,Gm35801,0.0027025098931165725,-1.8109421942309938,0.20623084323879487,0.003927236359866575,-0.8962995628146109,0.8550233348473633,0.030285929270127937,3.085414973068005,0.01231444268467854
ENSMUSG00000041945,Mfsd9,0.0013512549465582863,0.06352692368514745,1,0,-0.6067929456196275,0.9507990401352742,0.003785741158765992,2.2374180665130554,0.7844981433572474
ENSMUSG00000104072,4930448I06Rik,0.0027025098931165725,-0.3515105755936965,1,0.005890854539799862,1.3932070543803734,0.8047924540813878,0,-0.34754443420810155,1
ENSMUSG00000060424,Pantr1,0.004053764839674859,1.0635269236851483,0.6692111467388553,0.0019636181799332873,-0.021830444898469636,1,0,-0.0845100283743081,1
ENSMUSG00000060679,Mrps9,0.020268824198374294,0.2561720016275437,0.9275247986988789,0.025527036339132735,0.7855244771591341,0.7084608341178963,0,-2.6205629286145173,0.14185112832374283
ENSMUSG00000070939,Tgfbrap1,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000010290,AI597479,0.012161294519024576,0.5781000965149063,0.7112884487699279,0.009818090899666437,0.10370043718538913,1,0.003785741158765992,-0.6694725290954633,1
ENSMUSG00000008136,Fhl2,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000099576,Gm29040,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000066877,Nck2,0.004053764839674859,0.4785644229639905,0.8962276251386647,0.0019636181799332873,-0.34375853978583226,1,0.003785741158765992,0.9154899716256928,1
ENSMUSG00000026051,Ecrg4,0,-0.9364730763148525,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1
ENSMUSG00000057363,Uxs1,0.0027025098931165725,0.6484894244063044,0.832634971975577,0,-1.0218304448984705,0.9731552868147135,0.003785741158765992,1.6524555657918993,0.9256514938329111
ENSMUSG00000041763,Tpp2,0.07026525722103089,1.621522376806034,0.0045883579153477485,0.03338150905886588,-0.5798258980193571,0.746715752600143,0,-3.891864950431912,0.0018968948651118503
ENSMUSG00000091844,Gm8251,0.0027025098931165725,-3.1588654976513,0.0011946558528357543,0.011781709079599724,-0.799438023562022,0.7647930993664072,0.07950056433408584,3.5269246837080406,0.00003495615693782093
ENSMUSG00000026049,Tex30,0.03513262861051544,-0.6410171927886816,0.43075293352464117,0.027490654519066023,-0.9222947713475564,0.4555227458420204,0.10978649360421378,1.7867566575034899,0.007892844132806278
ENSMUSG00000026047,Poglut2,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000100769,Gm28893,0,-1.5214355770360104,0.7112884487699279,0.0019636181799332873,0.9781695551015295,1,0.003785741158765992,2.2374180665130554,0.7844981433572474
ENSMUSG00000026042,Col5a2,0.0013512549465582863,1.0635269236851475,0.7112884487699279,0,-0.021830444898471413,1,0,1.2374180665130545,1
ENSMUSG00000025995,Wdr75,0.004053764839674859,-0.9364730763148525,0.6834834833438705,0.013745327259533011,1.9781695551015304,0.3240337906857286,0,-1.2220135521242428,0.9290217696235126
ENSMUSG00000041144,Dnah7b,0.04594266818298173,1.38545501857251,0.05430804025532163,0.013745327259533011,-1.3793824495165534,0.18312206612833437,0.022714446952595953,-0.34754443420810066,1
ENSMUSG00000101337,Dnah7c,0.05134768796921488,1.8894975239100988,0.004569370843218739,0.019636181799332873,-0.847801045123421,0.5273835166635901,0,-3.377291777602154,0.013515788586395079
ENSMUSG00000025986,Slc39a10,0.008107529679349718,-0.12911815425724882,1,0.011781709079599724,0.7855244771591341,0.8589128396153887,0.003785741158765992,-0.4630216516280363,1
ENSMUSG00000099608,4933411E06Rik,0.004053764839674859,2.0635269236851483,0.3307800144758683,0,-1.0218304448984705,0.9507990401352742,0,0.23741806651305453,1
