Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value
ENSMUSG00000090031,4732440D04Rik,0.0013706443731217486,1.1034258869150015,0.7356390282184785,0,-0.021830444898471413,1,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000087247,Alkal1,0.0013706443731217486,1.1034258869150015,0.7356390282184785,0,-0.021830444898471413,1,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000025909,Sntg1,0.0013706443731217486,-1.8965741130849985,0.25576224025229455,0.011781709079599724,2.200561976437977,0.20456552069340211,0.003785741158765992,0.23741806651305541,1,0,4.117886313001806,1,0,6.608551760461003,1,0,6.317260891866004,1
ENSMUSG00000061024,Rrs1,0.009594510611852241,2.1034258869150024,0.15147322074773642,0,-2.1917554463407836,0.3810057683248148,0,-0.9325069349292576,0.8902765081475509,0,4.117886313001806,1,0,6.608551760461003,1,0.9019607843137255,7.487185893308316,0.9049633720136295
ENSMUSG00000025912,Mybl1,0.017818376850582733,1.9107808089726062,0.08478334839927115,0.0019636181799332873,-2.0218304448984696,0.2175409317079588,0,-1.8500447747372846,0.474369339939745,0.23157137720244517,4.965883219556756,0.3882452821259739,0,5.691013920652976,1,0,5.399723052057977,1
ENSMUSG00000045210,Vcpip1,0.010965154984973989,2.2733508883573146,0.1392914099148718,0.0019636181799332873,-1.1917554463407827,0.7815289907746276,0,-1.084510028374308,0.9326141783841614,0,3.9658832195567553,1,0,6.456548667015952,1,0,6.165257798420954,1
ENSMUSG00000097893,1700034P13Rik,0.0054825774924869945,-1.2750857363387276,0.3547464235754502,0.019636181799332873,1.630246251681223,0.35679839177732164,0.007571482317531984,-0.08451002837430721,1,0,3.200348473193779,1,0,5.691013920652976,1,0,5.399723052057977,1
ENSMUSG00000025915,Sgk3,0.0013706443731217486,-0.48153661380615453,1,0.0019636181799332873,0.3932070543803734,1,0,0.23741806651305453,1,0.11578568860122258,6.702848813722962,0.4697933848978147,0,7.778476761903315,1,0,7.487185893308316,1
ENSMUSG00000098234,Snhg6,0.010965154984973989,0.10342588691500243,1,0.0157089454394663,0.9781695551015295,0.7194693421795075,0,-1.8500447747372846,0.46045232581992906,0,3.200348473193779,1,0,5.691013920652976,1,0,5.399723052057977,1
ENSMUSG00000025916,Ppp1r42,0.057567063671113444,-0.11416554815762447,1,0.05890854539799862,-0.021830444898470525,1,0.07192908201655385,0.36952160252040134,0.9968435037402905,0,0.7642493583871048,1,0,3.2549148058463016,1,0,2.9636239372513034,1
ENSMUSG00000025917,Cops5,0.10553961673037465,0.1990035468972331,0.8315170177366943,0.10407176353646422,0.13314421507787078,1,0.06435759969902187,-0.6479393675458218,0.7137360311963983,0.23157137720244517,1.6633204495363245,1,0,2.5496580714074337,1,0,2.2583672028124355,1
ENSMUSG00000056763,Cspp1,0.035636753701165466,0.2733508883573146,0.8644458195829325,0.017672563619399586,-1.0574543546291908,0.373943465189829,0.0492146350639579,0.835319622941709,0.5488652285915361,0,1.6439551246693935,1,0,4.134620572128591,1,0.9019607843137255,4.872476049193108,1
ENSMUSG00000067851,Arfgef1,0.009594510611852241,0.7814977920276398,0.7163110238872873,0.00785447271973315,0.300097649988893,1,0,-1.3475444342081015,0.709131478583441,0,3.702848813722962,1,0,6.193514261182159,1,0,5.90222339258716,1
ENSMUSG00000042501,Cpa6,0,-2.4815366138061545,0.22588429200507554,0.009818090899666437,3.5631320558226856,0.06814722722765951,0,-0.34754443420810155,1,0,4.702848813722962,1,0,7.193514261182159,1,0,6.90222339258716,1
ENSMUSG00000048960,Prex2,0,-0.8965741130849985,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000057715,A830018L16Rik,0.004111933119365246,2.1034258869150024,0.32687719008951005,0,-1.0218304448984705,0.9507990401352742,0,0.23741806651305453,1,0,5.287811314444118,1,0,7.778476761903315,1,0,7.487185893308316,1
ENSMUSG00000101314,Gm29663,0,-2.4815366138061545,0.22588429200507554,0.009818090899666437,3.5631320558226856,0.06814722722765951,0,-0.34754443420810155,1,0,4.702848813722962,1,0,7.193514261182159,1,0,6.90222339258716,1
ENSMUSG00000099498,Gm29283,0.0054825774924869945,-0.5746460181976358,0.8035281034501024,0.009818090899666437,0.7557771337650818,0.9507990401352742,0.007571482317531984,0.5004524723468489,1,0,3.702848813722962,1,0,6.193514261182159,1,0,5.90222339258716,1
ENSMUSG00000005886,Ncoa2,0.006853221865608744,0.3664602927487959,0.9767703231224919,0.00785447271973315,0.7151351492677369,0.9507990401352742,0,-1.084510028374308,0.909158814825629,0,3.9658832195567553,1,0,6.456548667015952,1,0,6.165257798420954,1
ENSMUSG00000025935,Tram1,0.08497995113354842,1.1265095000280438,0.03848966571930721,0.047126836318398896,-0.4864987119019144,0.7647930993664072,0.022714446952595953,-1.3981705072780692,0.1884852696704202,0,0.748652503336086,1,0,3.2393179507952827,1,0,2.9480270822002854,1
ENSMUSG00000067813,Xkr9,0,-0.8965741130849985,1,0,-0.021830444898471413,1,0.003785741158765992,3.2374180665130554,0.5488652285915361,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000092083,Kcnb2,0,-0.8965741130849985,1,0,-0.021830444898471413,1,0.003785741158765992,3.2374180665130554,0.5488652285915361,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000025925,Terf1,0.03289546495492197,1.4253539818023642,0.06905715292466894,0.0157089454394663,-0.5523451615972501,0.8693046467954315,0.003785741158765992,-1.806976052845398,0.3054296721333933,0,2.200348473193779,1,0,4.691013920652976,1,0,4.399723052057977,1
ENSMUSG00000067795,4930444P10Rik,0.04248997556677421,0.14922957652812752,0.9766103738256274,0.054981309038132045,0.7486877089787631,0.5061273720210717,0.007571482317531984,-2.084510028374307,0.07634451463233946,0,1.333615004057242,1,0,3.8242804515164397,1,0,3.5329895829214415,1
ENSMUSG00000043716,Rpl7,0.09731575049164416,0.0445321978614337,1,0.10210814535653094,0.15150115798709196,1,0.07571482317531984,-0.34754443420810066,1,0.11578568860122258,1.1079022244291834,1,1.3819742489270386,3.59856767188838,1,0,2.2973613344282993,1
ENSMUSG00000025921,Rdh10,0.0013706443731217486,-1.218502207972361,0.7046982939400545,0.003927236359866575,0.5631320558226864,1,0.007571482317531984,1.8223805672342115,0.6381016138628836,0,4.702848813722962,1,0,7.193514261182159,1,0,6.90222339258716,1
ENSMUSG00000025920,Stau2,0,-0.8965741130849985,1,0,-0.021830444898471413,1,0,1.2374180665130545,1,0.11578568860122258,8.287811314444118,0.2664212843630622,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000089982,Gm7568,0,-4.066499114527311,0.0013533647761565914,0.00785447271973315,-0.5072572720687116,1,0.0492146350639579,3.7228448936832965,0.000217440464182695,0,3.1178863130018057,1,0,5.608551760461003,1,0,5.317260891866004,1
ENSMUSG00000025939,Ube2w,0.024671598716191477,-1.2336091003625684,0.05619764309845985,0.03338150905886588,-0.46661528757136583,0.7867091045745576,0.10978649360421378,1.9348552964926236,0.001992551868806077,0.11578568860122258,2.2654435014156635,1,0,3.734082642544861,1,0,3.442791773949863,1
ENSMUSG00000079658,Eloc,0.08086801801418317,-0.5132454735334919,0.4184927346679513,0.11585347261606395,0.36149819465303556,0.7654670882700079,0.12114371708051175,0.3869944225635651,0.8662179792925676,0,0.0494065751190389,1,0,2.5400720225782356,1,0,2.2487811539832374,1
ENSMUSG00000097744,D030040B21Rik,0.0054825774924869945,2.425353981802364,0.20062639197933715,0,-1.3437585397858332,0.7647930993664072,0,-0.0845100283743081,1,0,4.965883219556757,1,0,7.456548667015953,1,0,7.165257798420955,1
ENSMUSG00000025940,Tmem70,0.006853221865608744,0.6883883876361585,0.7662658913132797,0,-2.1917554463407836,0.4522185335232311,0.011357223476297976,1.6524555657918993,0.5488652285915361,0,4.117886313001806,1,0,6.608551760461003,1,0,6.317260891866004,1
ENSMUSG00000101640,Gm28376,0.0013706443731217486,-0.8965741130849985,0.8526209128862724,0.005890854539799862,1.9781695551015295,0.5061273720210717,0,-0.0845100283743081,1,0,4.965883219556757,1,0,7.456548667015953,1,0,7.165257798420955,1
ENSMUSG00000042686,Jph1,0,-0.8965741130849985,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000100110,Gm28783,0,-0.8965741130849985,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000025777,Gdap1,0,-1.4815366138061545,0.7363180818270263,0.003927236359866575,2.5631320558226856,0.5061273720210717,0,0.6524555657918985,1,0,5.702848813722962,1,0,8.193514261182159,1,0,7.90222339258716,1
ENSMUSG00000109887,Gm28756,0.0013706443731217486,-0.8965741130849985,0.8526209128862724,0.005890854539799862,1.9781695551015295,0.5061273720210717,0,-0.0845100283743081,1,0,4.965883219556757,1,0,7.456548667015953,1,0,7.165257798420955,1
ENSMUSG00000067773,Defb41,0,-2.218502207972361,0.3547464235754502,0.00785447271973315,3.300097649988892,0.1387471929830662,0,-0.0845100283743081,1,0,4.965883219556757,1,0,7.456548667015953,1,0,7.165257798420955,1
ENSMUSG00000100538,Gm28340,0,-0.8965741130849985,1,0,-0.021830444898471413,1,0.003785741158765992,3.2374180665130554,0.5488652285915361,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000043760,Pkhd1,0,-0.8965741130849985,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000089914,4930486I03Rik,0,-2.703929035142602,0.16825194607964375,0.005890854539799862,0.9781695551015304,0.8925445585897277,0.011357223476297976,2.2374180665130554,0.371791298317567,0,4.480456392386515,1,0,6.971121839845711,1,0,6.679830971250713,1
ENSMUSG00000025931,Paqr8,0.024671598716191477,0.7663908996374316,0.47891344569748023,0.017672563619399586,-0.0922197727898677,1,0.007571482317531984,-0.9849743548233922,0.7449442654823203,0,2.380920718835599,1,0,4.871586166294796,1,0,4.580295297699798,1
ENSMUSG00000041809,Efhc1,0.08635059550667017,0.3220661733903425,0.7282833033428747,0.08836281809699792,0.3119069522785254,0.8681895294863184,0.03407167042889393,-1.208838163376508,0.25177543263562907,0,0.4051682650822763,1,0,2.8958337125414735,1,0,2.6045428439464753,1
ENSMUSG00000041779,Tram2,0.0013706443731217486,-1.4815366138061545,0.510068417179617,0.009818090899666437,2.5631320558226856,0.1858939305966087,0,-0.5699368555445492,1,0,4.480456392386515,1,0,6.971121839845711,1,0,6.679830971250713,1
ENSMUSG00000025934,Gsta3,0.0013706443731217486,1.1034258869150015,0.7356390282184785,0,-0.021830444898471413,1,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000028033,Kcnq5,0.0027412887462434973,1.6883883876361585,0.5276644007387781,0,-0.6067929456196275,1,0,0.6524555657918985,1,0,5.702848813722962,1,0,8.193514261182159,1,0,7.90222339258716,1
ENSMUSG00000073730,4933415F23Rik,0.1384350816852966,0.38353380610773735,0.5575371992905134,0.10996261807626409,-0.20016768615698277,1,0.0984292701279158,-0.3205773866078312,1,0.11578568860122258,0.7642493583871048,1,0,2.2470953013870023,1,0,1.9558044327920046,1
ENSMUSG00000026156,B3gat2,0.0013706443731217486,1.1034258869150015,0.7356390282184785,0,-0.021830444898471413,1,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000026155,Smap1,0.008223866238730492,-4.429069193912019,0.0000000000000001060181424184498,0.23956141795186103,2.3971221043837567,0.000000020331915012749734,0.1476439051918737,0.5481189059771641,0.6073691701883424,0,-0.1045061083346428,1,0,2.3861593391245544,1,0,2.094868470529556,1
ENSMUSG00000026154,Sdhaf4,0.07127350740233093,1.5094182465908386,0.007921807220508508,0.0314178908789326,-0.7417225257057352,0.5572940925658265,0.011357223476297976,-1.8711063902651137,0.09855802101683782,0,1.1178863130018057,1,0,3.6085517604610025,1,0,3.3172608918660043,1
ENSMUSG00000026153,Fam135a,0.013706443731217488,0.5628575055522989,0.7363180818270263,0.009818090899666437,-0.1373076623184062,1,0,-1.9325069349292576,0.4839885743855665,0.11578568860122258,4.200348473193779,1,0,5.608551760461003,1,0.9019607843137255,6.399723052057977,1
ENSMUSG00000026147,Col9a1,0,-0.8965741130849985,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000026141,Col19a1,0.008223866238730492,1.9107808089726062,0.22588429200507554,0.0019636181799332873,-0.8291853669560743,0.9054370590545981,0,-0.7625819334869455,1,0,4.287811314444118,1,0,6.778476761903315,1,0,6.487185893308316,1
ENSMUSG00000073725,Lmbrd1,0.008223866238730492,-1.844106693190862,0.025864088095752955,0.04319959995853232,2.042299892521246,0.011829571318212832,0.011357223476297976,-0.6694725290954633,0.91309678111411,0.11578568860122258,3.287811314444118,1,0,4.734082642544862,1,0,4.442791773949863,1
ENSMUSG00000099392,Gm29414,0.0013706443731217486,-1.7039290351426022,0.36467643029025715,0.009818090899666437,1.9781695551015295,0.3240337906857286,0.003785741158765992,0.4300631444554517,1,0,4.287811314444118,1,0,6.778476761903315,1,0,6.487185893308316,1
ENSMUSG00000033569,Adgrb3,0.0054825774924869945,1.4253539818023642,0.510068417179617,0.0019636181799332873,-0.34375853978583226,1,0,-0.34754443420810155,1,0,4.702848813722962,1,0,7.193514261182159,1,0,6.90222339258716,1
ENSMUSG00000073722,4931408C20Rik,0,-1.4815366138061545,0.7363180818270263,0,-0.6067929456196275,0.9507990401352742,0.007571482317531984,3.8223805672342115,0.1910938852954922,0,5.702848813722962,1,0,8.193514261182159,1,0,7.90222339258716,1
ENSMUSG00000048411,Gm597,0.0013706443731217486,-1.218502207972361,0.7046982939400545,0.0019636181799332873,-0.34375853978583226,1,0.011357223476297976,2.6524555657918993,0.23909873505487086,0,4.702848813722962,1,0,7.193514261182159,1,0,6.90222339258716,1
ENSMUSG00000048874,Phf3,0,-2.4815366138061545,0.22588429200507554,0.009818090899666437,3.5631320558226856,0.06814722722765951,0,-0.34754443420810155,1,0,4.702848813722962,1,0,7.193514261182159,1,0,6.90222339258716,1
ENSMUSG00000026064,Ptp4a1,0,-0.8965741130849985,1,0,-0.021830444898471413,1,0.003785741158765992,3.2374180665130554,0.5488652285915361,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000086727,4931428L18Rik,0.03974868682053071,0.6883883876361576,0.4505845562026195,0.025527036339132735,-0.38440052428317895,0.9507990401352742,0.022714446952595953,-0.38149176613143876,1,0,1.6731014703289095,1,0,4.163766917788107,1,0,3.872476049193108,1
ENSMUSG00000050217,Lgsn,0.0013706443731217486,1.1034258869150015,0.7356390282184785,0,-0.021830444898471413,1,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000026063,Pih1d3,0.0054825774924869945,0.10342588691500154,1,0.00785447271973315,0.9781695551015304,0.9322318781699541,0,-0.9325069349292576,0.8902765081475509,0,4.117886313001806,1,0,6.608551760461003,1,0,6.317260891866004,1
ENSMUSG00000026058,Khdrbs2,0,-1.8965741130849985,0.5280690461969348,0.005890854539799862,2.9781695551015295,0.27381917043234166,0,0.23741806651305453,1,0,5.287811314444118,1,0,7.778476761903315,1,0,7.487185893308316,1
ENSMUSG00000091318,Gm5415,0.0027412887462434973,-0.6335397072512041,0.9118866127211637,0.00785447271973315,1.715135149267736,0.5061273720210717,0,-0.5699368555445492,1,0,4.480456392386515,1,0,6.971121839845711,1,0,6.679830971250713,1
ENSMUSG00000026134,Prim2,0.015077088104339236,1.3664602927487959,0.28549170671042634,0.00785447271973315,-0.2848648507322631,1,0,-1.7625819334869455,0.47127069161442914,0,3.287811314444118,1,0,5.778476761903315,1,0,5.487185893308316,1
ENSMUSG00000004768,Rab23,0.010965154984973989,2.2733508883573146,0.09905910433718262,0,-2.343758539785833,0.27381917043234166,0.003785741158765992,0.06749306507074326,1,0,3.9658832195567553,1,0,6.456548667015952,1,0,6.165257798420954,1
ENSMUSG00000042197,Zfp451,0.03289546495492197,-1.9109294060620678,0.00008081298381306182,0.13352603623546352,1.2538039977149573,0.023701360465111607,0.12114371708051175,0.7426533747634774,0.44256391558047276,0,0.3220270297820309,1,0,2.8126924772412276,1,0,2.5214016086462294,1
ENSMUSG00000042182,Bend6,0.0027412887462434973,0.6883883876361585,0.8437280307208228,0.0019636181799332873,0.3932070543803734,1,0,0.23741806651305453,1,0,5.287811314444118,1,0,7.778476761903315,1,0,7.487185893308316,1
ENSMUSG00000026131,Dst,0.017818376850582733,-0.48153661380615453,0.7356390282184785,0.037308745418732456,1.3932070543803743,0.1387471929830662,0.003785741158765992,-1.806976052845398,0.3054296721333933,0,2.200348473193779,1,0,4.691013920652976,1,0,4.399723052057977,1
ENSMUSG00000042111,Ccdc115,0,-0.8965741130849985,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000026127,Imp4,0.016447732477460984,1.218903104334938,0.3380497968730633,0.005890854539799862,-0.9287210405069883,0.7647930993664072,0.003785741158765992,-0.8500447747372837,0.8908213003546165,0.11578568860122258,4.200348473193779,1,0,5.608551760461003,1,0,5.317260891866004,1
ENSMUSG00000026126,Ptpn18,0.0054825774924869945,1.4253539818023642,0.4994251174189363,0.0019636181799332873,-0.34375853978583226,1,0,-0.34754443420810155,1,0,4.702848813722962,1,0,7.193514261182159,1,0,6.90222339258716,1
ENSMUSG00000100280,Gm28417,0.0013706443731217486,1.1034258869150015,0.7356390282184785,0,-0.021830444898471413,1,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000101223,4930568A12Rik,0.012335799358095739,0.10342588691500154,1,0.013745327259533011,0.3932070543803743,1,0.007571482317531984,-0.2650822740161276,1,0,3.0398838010005327,1,0,5.53054924845973,1,0,5.239258379864731,1
ENSMUSG00000026125,Prss39,0.12884057107344438,-0.349086317782505,0.6107097557913109,0.157089454394663,0.14809455654384251,1,0.1855013167795336,0.4300631444554517,0.7233967122123298,0,-0.5195436076134863,1,0,1.9711218398457104,1,0,1.6798309712507127,1
ENSMUSG00000037529,Prss40,0.020559665596826232,-0.5970138312260893,0.5927297520017029,0.027490654519066023,0.13017264854657906,1,0.04164315274642592,0.9154899716256928,0.5488652285915361,0,1.930259309826034,1,0,4.420924757285231,1,0,4.129633888690233,1
ENSMUSG00000045815,1700101I19Rik,0.024671598716191477,0.1814283989162755,0.9853984640065953,0.023563418159199448,0.09364677252146603,1,0.01892870579382996,-0.13181574315266342,1,0,2.1178863130018057,1,0,4.608551760461003,1,0,4.317260891866004,1
ENSMUSG00000037503,Fam168b,0,-0.8965741130849985,1,0,-0.021830444898471413,1,0,1.2374180665130545,1,0.11578568860122258,8.287811314444118,0.2664212843630622,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000026123,Plekhb2,0.0027412887462434973,1.6883883876361585,0.510068417179617,0,-0.6067929456196275,0.9507990401352742,0,0.6524555657918985,1,0,5.702848813722962,1,0,8.193514261182159,1,0,7.90222339258716,1
ENSMUSG00000103708,Gm33222,0.0027412887462434973,0.6883883876361585,0.8751320776244711,0.0019636181799332873,0.3932070543803734,1,0,0.23741806651305453,1,0,5.287811314444118,1,0,7.778476761903315,1,0,7.487185893308316,1
ENSMUSG00000104201,4930535G08Rik,0.0054825774924869945,1.4253539818023642,0.5070615901668812,0,-1.6067929456196266,0.6720501659830723,0.003785741158765992,0.9154899716256928,1,0,4.702848813722962,1,0,7.193514261182159,1,0,6.90222339258716,1
ENSMUSG00000102202,Gm33280,0,-0.8965741130849985,1,0,-0.021830444898471413,1,0.003785741158765992,3.2374180665130554,0.5488652285915361,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000102762,4930403P22Rik,0,-3.703929035142602,0.008128221399994669,0.0157089454394663,1.5631320558226864,0.37509101090443253,0.01892870579382996,1.6524555657918993,0.3699839888451904,0,3.480456392386514,1,0,5.971121839845711,1,0,5.679830971250713,1
ENSMUSG00000010453,Kansl3,0.012335799358095739,1.840391481081208,0.16622986321501124,0.0019636181799332873,-1.481262063535767,0.5455801151093386,0,-1.3475444342081015,0.7233967122123298,0,3.702848813722962,1,0,6.193514261182159,1,0.9019607843137255,7.027754274671019,0.9776156988686988
ENSMUSG00000037432,Fer1l5,0.004111933119365246,0.5184633861938464,0.8996175065673473,0.003927236359866575,0.5631320558226864,1,0,-0.34754443420810155,1,0,4.702848813722962,1,0,7.193514261182159,1,0,6.90222339258716,1
ENSMUSG00000001143,Lman2l,0.010965154984973989,0.951422793469952,0.5546977712575605,0.003927236359866575,-0.8962995628146109,0.8218219466298148,0.003785741158765992,-0.34754443420810066,1,0,3.5873715963030253,1,0,6.078037043762222,1,0.9019607843137255,6.90222339258716,1
ENSMUSG00000037408,Cnnm4,0.0027412887462434973,0.6883883876361585,0.8437280307208228,0.0019636181799332873,0.3932070543803734,1,0,0.23741806651305453,1,0,5.287811314444118,1,0,7.778476761903315,1,0,7.487185893308316,1
ENSMUSG00000067653,Ankrd23,0,-0.8965741130849985,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000079610,Ankrd39,0.009594510611852241,1.5184633861938464,0.39842334200656876,0.0019636181799332873,-1.1917554463407827,0.8025021595566313,0,-1.084510028374308,0.960176005731755,0.11578568860122258,5.117886313001806,0.8474886708302839,0,6.456548667015952,1,0,6.165257798420954,1
ENSMUSG00000026121,Sema4c,0,-0.8965741130849985,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000087589,D430040D24Rik,0.006853221865608744,2.6883883876361585,0.12092800535449823,0,-1.6067929456196266,0.6656782564150634,0,-0.34754443420810155,1,0,4.702848813722962,1,0,7.193514261182159,1,0,6.90222339258716,1
ENSMUSG00000046337,Fam178b,0.1494002366702706,0.9305892900527861,0.05614236321662414,0.10210814535653094,-0.18872775364321415,1,0.026500188111361945,-2.1201339381050284,0.008909801366665148,0.23157137720244517,1.4718943788830898,1,0,2.360624247017417,1,0,2.0693333784224186,1
ENSMUSG00000061518,Cox5b,0.1521415254165141,0.7610336894679244,0.1271416219524119,0.1237079453357971,0.0833517917935862,1,0.01892870579382996,-2.6452249828487857,0.001167888823631631,0.11578568860122258,0.7879654273609122,1,0,2.2706821217046183,1,0.9019607843137255,2.987340006225111,1
ENSMUSG00000037351,Actr1b,0.009594510611852241,1.5184633861938464,0.32687719008951005,0.003927236359866575,-0.43686794417731356,1,0,-1.084510028374308,0.8908213003546165,0,3.9658832195567553,1,0,6.456548667015952,1,0,6.165257798420954,1
ENSMUSG00000102416,4933424G06Rik,0.009594510611852241,-1.7545551082125694,0.026441317353257908,0.047126836318398896,2.0370632441550987,0.00765674125570666,0.015142964635063969,-0.44065383859958196,1,0,2.1178863130018057,1,0,4.608551760461003,1,0,4.317260891866004,1
ENSMUSG00000026117,Zap70,0,-0.8965741130849985,1,0.0019636181799332873,1.9781695551015295,0.7647930993664072,0,1.2374180665130545,1,0,6.287811314444118,1,0,8.778476761903315,1,0,8.487185893308316,1
ENSMUSG00000026116,Tmem131,0.0013706443731217486,0.10342588691500154,1,0,-0.6067929456196275,0.9507990401352742,0.003785741158765992,2.2374180665130554,0.7844981433572474,0,5.702848813722962,1,0,8.193514261182159,1,0,7.90222339258716,1
