Feature,Normalized.Dispersion
ENSMUSG00000026313,0.17035742943901053
ENSMUSG00000026260,0.18798153224206507
ENSMUSG00000097001,NaN
ENSMUSG00000073616,-2.2245021544931363
ENSMUSG00000099665,1.2380491792543067
ENSMUSG00000034212,-0.12296069585860797
ENSMUSG00000047067,2.9324315491307114
ENSMUSG00000097251,NaN
ENSMUSG00000026269,0.19036661844864888
ENSMUSG00000100632,NaN
ENSMUSG00000026270,1.373779471926198
ENSMUSG00000045091,NaN
ENSMUSG00000014602,1.6666963131943209
ENSMUSG00000084989,NaN
ENSMUSG00000047793,NaN
ENSMUSG00000026273,-0.26363872981316316
ENSMUSG00000026274,0.2425235460176028
ENSMUSG00000026275,0.08920630060005921
ENSMUSG00000034088,-1.5495582777580648
ENSMUSG00000026276,2.161173424438845
ENSMUSG00000034066,NaN
ENSMUSG00000026277,0.681121205677215
ENSMUSG00000100927,-1.7640004570879824
ENSMUSG00000026279,0.9714899655506177
ENSMUSG00000026280,0.2078232195699584
ENSMUSG00000026281,-1.453302791739382
ENSMUSG00000026283,-1.3811720380084322
ENSMUSG00000073609,1.3157946584863598
ENSMUSG00000100518,1.5483949050752541
ENSMUSG00000051185,-1.0833503992035298
ENSMUSG00000100336,-1.1213676364244571
ENSMUSG00000100454,NaN
ENSMUSG00000026331,0.640151729886357
ENSMUSG00000044768,-0.276315795364148
ENSMUSG00000040648,1.5364450730097434
ENSMUSG00000026333,-0.5736133536464613
ENSMUSG00000026335,2.3742665141995407
ENSMUSG00000100182,NaN
ENSMUSG00000026336,0.03889922297916237
ENSMUSG00000067028,3.908841981149776
ENSMUSG00000100684,-0.9145607509395445
ENSMUSG00000050840,NaN
ENSMUSG00000101214,NaN
ENSMUSG00000056536,-1.0261633626813378
ENSMUSG00000026319,NaN
ENSMUSG00000099843,0.3566857322907592
ENSMUSG00000038866,-1.855573624601451
ENSMUSG00000101583,0.052160381395535915
ENSMUSG00000044340,-0.10722340746708964
ENSMUSG00000009907,0.12364208272000225
ENSMUSG00000087210,NaN
ENSMUSG00000086161,NaN
ENSMUSG00000100457,-1.262929806877715
ENSMUSG00000097648,1.8927147085187308
ENSMUSG00000070695,-1.9000214775080897
ENSMUSG00000026374,0.8287523311876218
ENSMUSG00000026377,2.0899769824991887
ENSMUSG00000064302,1.9688190093276625
ENSMUSG00000107722,NaN
ENSMUSG00000026380,0.33733206255800285
ENSMUSG00000048402,NaN
ENSMUSG00000099860,NaN
ENSMUSG00000098447,-2.2594663496259395
ENSMUSG00000098923,NaN
ENSMUSG00000026383,0.5539780527185707
ENSMUSG00000026384,-1.396850990610966
ENSMUSG00000036975,0.7246868051576274
ENSMUSG00000036962,-0.6387627448602331
ENSMUSG00000050777,NaN
ENSMUSG00000026385,0.7586617593595184
ENSMUSG00000026388,-0.14981762788263372
ENSMUSG00000101275,NaN
ENSMUSG00000097881,NaN
ENSMUSG00000003721,0.0524120248788291
ENSMUSG00000026339,-1.0976890406103637
ENSMUSG00000050534,NaN
ENSMUSG00000001674,1.2138323099283141
ENSMUSG00000036815,-2.090784849688519
ENSMUSG00000099574,-1.3110707553947754
ENSMUSG00000026341,1.5701706868923737
ENSMUSG00000026342,NaN
ENSMUSG00000026343,NaN
ENSMUSG00000026344,NaN
ENSMUSG00000049690,-0.4647098407876611
ENSMUSG00000036155,1.8564849981522895
ENSMUSG00000102014,NaN
ENSMUSG00000026349,NaN
ENSMUSG00000036104,-0.8422538741970419
ENSMUSG00000036086,-0.40024086754746274
ENSMUSG00000056211,0.5230537256683241
ENSMUSG00000026353,0.892691624344279
ENSMUSG00000026354,NaN
ENSMUSG00000026355,NaN
ENSMUSG00000026356,0.9402565507113391
ENSMUSG00000042581,0.4067333315806762
ENSMUSG00000026401,-1.155135627552788
ENSMUSG00000087691,1.9160646550805946
ENSMUSG00000086825,NaN
ENSMUSG00000026399,-0.3868878329591256
ENSMUSG00000085526,1.376287586985191
ENSMUSG00000042554,-0.8663124039630402
ENSMUSG00000026409,0.10879112852958425
ENSMUSG00000046404,2.446437730191001
ENSMUSG00000042510,NaN
ENSMUSG00000042474,-0.2587324437275818
ENSMUSG00000016528,NaN
ENSMUSG00000016526,-0.7614983160743242
ENSMUSG00000026427,NaN
ENSMUSG00000042349,NaN
ENSMUSG00000026425,1.663265064562695
ENSMUSG00000055184,NaN
ENSMUSG00000004552,NaN
ENSMUSG00000013275,NaN
ENSMUSG00000026434,-0.1314962741537475
ENSMUSG00000026436,1.1104528216598628
ENSMUSG00000079330,3.6935766145947215
ENSMUSG00000066936,NaN
ENSMUSG00000009772,NaN
ENSMUSG00000042046,NaN
ENSMUSG00000097760,NaN
ENSMUSG00000026439,NaN
ENSMUSG00000048174,-0.5781881650805445
ENSMUSG00000026442,NaN
ENSMUSG00000101126,NaN
ENSMUSG00000026443,NaN
ENSMUSG00000054387,-0.928082297546233
ENSMUSG00000046062,-0.9401307990437903
ENSMUSG00000041757,-0.8014606288948085
ENSMUSG00000101693,NaN
ENSMUSG00000090553,0.21189556451843145
ENSMUSG00000102976,NaN
ENSMUSG00000026463,1.5347081735646129
ENSMUSG00000020423,NaN
ENSMUSG00000026450,-1.1399315946180544
ENSMUSG00000042305,2.5323912700418334
ENSMUSG00000050526,-1.02226679661822
ENSMUSG00000026456,NaN
ENSMUSG00000026457,-0.19221111649372064
ENSMUSG00000026455,1.8776838381352836
ENSMUSG00000042229,1.92358153423777
ENSMUSG00000046367,3.2179448191971427
ENSMUSG00000042207,-0.2618293312346561
ENSMUSG00000073557,-1.3541761677088144
ENSMUSG00000026429,-1.1558106936106383
ENSMUSG00000042793,-0.7347814815608055
ENSMUSG00000097680,NaN
ENSMUSG00000041926,2.9020016094115832
ENSMUSG00000062580,-0.8599481671344474
ENSMUSG00000041879,NaN
ENSMUSG00000009418,NaN
ENSMUSG00000026418,NaN
ENSMUSG00000026413,-0.16110520631843162
ENSMUSG00000051985,NaN
ENSMUSG00000026411,-0.3426039507248546
ENSMUSG00000026407,1.667643928339573
ENSMUSG00000086264,NaN
ENSMUSG00000041642,NaN
ENSMUSG00000087230,NaN
ENSMUSG00000041605,-1.3490279537472671
ENSMUSG00000097315,NaN
ENSMUSG00000041570,1.1453991742653902
ENSMUSG00000026404,0.7682472282769426
ENSMUSG00000041498,-0.37662974704939506
ENSMUSG00000104366,2.571590546510775
ENSMUSG00000041483,NaN
ENSMUSG00000097113,2.3306981472485324
ENSMUSG00000097448,NaN
ENSMUSG00000098243,NaN
ENSMUSG00000098145,1.5897141314119503
ENSMUSG00000098206,NaN
ENSMUSG00000026395,NaN
ENSMUSG00000079283,NaN
ENSMUSG00000099808,3.5563957340952177
ENSMUSG00000056268,-1.0196847971502037
ENSMUSG00000104900,0.9187403776672773
ENSMUSG00000063681,NaN
ENSMUSG00000033964,NaN
ENSMUSG00000033952,NaN
ENSMUSG00000057037,NaN
ENSMUSG00000102368,-1.4803654700463418
ENSMUSG00000026361,-1.8298851311704365
ENSMUSG00000018196,2.0670968469275257
ENSMUSG00000018199,NaN
ENSMUSG00000018189,-1.4213983413259403
ENSMUSG00000100455,NaN
ENSMUSG00000098509,NaN
ENSMUSG00000035131,0.6432556029920371
ENSMUSG00000006007,NaN
ENSMUSG00000099447,NaN
ENSMUSG00000006010,-0.436249215441627
ENSMUSG00000006005,0.4635566468582807
ENSMUSG00000114943,NaN
ENSMUSG00000100954,0.831932989564073
ENSMUSG00000023150,-0.05424762052387413
ENSMUSG00000052748,1.8720180389457581
ENSMUSG00000053286,0.48711996143548864
ENSMUSG00000026484,2.041706422977261
ENSMUSG00000100357,2.424417755533883
ENSMUSG00000026483,-0.7474684897716709
ENSMUSG00000043019,1.2557473626967168
ENSMUSG00000032666,3.4434299353232616
ENSMUSG00000026482,0.37307562003411066
ENSMUSG00000055547,-0.271654815958698
ENSMUSG00000008475,1.0134586002929333
ENSMUSG00000042772,-2.186120489548908
ENSMUSG00000100394,NaN
ENSMUSG00000042751,NaN
ENSMUSG00000026479,NaN
ENSMUSG00000042708,-0.9118454222483788
ENSMUSG00000042699,0.07423228820032
ENSMUSG00000042684,NaN
ENSMUSG00000100334,NaN
ENSMUSG00000042641,2.490910121282989
ENSMUSG00000045968,1.6694369422321123
ENSMUSG00000026473,4.479922661699077
ENSMUSG00000099933,NaN
ENSMUSG00000100221,0.5626941042060449
ENSMUSG00000004110,NaN
ENSMUSG00000056708,-0.001118867316363555
ENSMUSG00000026470,0.18858732508981083
ENSMUSG00000026469,-0.43677543287346876
ENSMUSG00000033701,-1.2975807782085484
ENSMUSG00000033684,-2.1360289507359456
ENSMUSG00000033671,1.3405135072707417
ENSMUSG00000026466,2.6451404202900672
ENSMUSG00000050565,-0.36978728889436185
ENSMUSG00000060985,1.9980581939981548
ENSMUSG00000103705,-1.1039157834066593
ENSMUSG00000026601,2.6419684441659914
ENSMUSG00000078193,0.23146014750263932
ENSMUSG00000026600,1.9845311526508067
ENSMUSG00000026596,-2.204145891638305
ENSMUSG00000033557,0.761768337166696
ENSMUSG00000026594,-1.1832831253925138
ENSMUSG00000101905,-0.4951861069681938
ENSMUSG00000026592,10.796586477665373
ENSMUSG00000070565,2.802451964086136
ENSMUSG00000087093,NaN
ENSMUSG00000026589,NaN
ENSMUSG00000104014,NaN
ENSMUSG00000040782,NaN
ENSMUSG00000104111,-1.4135371584287457
ENSMUSG00000090394,0.6514192441203803
ENSMUSG00000026729,-1.3134283363884276
ENSMUSG00000058267,-1.4650897269322785
ENSMUSG00000014226,1.6912203164252857
ENSMUSG00000026721,-0.9127842731827179
ENSMUSG00000103693,NaN
ENSMUSG00000102852,NaN
ENSMUSG00000040423,1.8198640965584112
ENSMUSG00000043467,NaN
ENSMUSG00000053332,0.40494646713526944
ENSMUSG00000026708,-0.5418072817872118
ENSMUSG00000026705,-1.761158941637497
ENSMUSG00000044835,1.2648463378136885
ENSMUSG00000049160,2.7542003233137975
ENSMUSG00000026701,-0.38689717943694435
ENSMUSG00000040297,0.752555408699318
ENSMUSG00000103158,-1.0283897706585396
ENSMUSG00000086277,-1.8049013033748982
ENSMUSG00000026698,-0.7662419451663658
ENSMUSG00000103393,NaN
ENSMUSG00000040265,3.7724170472297227
ENSMUSG00000026694,NaN
ENSMUSG00000026696,-1.2778238256502872
ENSMUSG00000026697,NaN
ENSMUSG00000091060,NaN
ENSMUSG00000040225,2.5785721653222646
ENSMUSG00000071890,-1.003923897432435
ENSMUSG00000040124,NaN
ENSMUSG00000026585,1.1166023957143087
ENSMUSG00000026584,-0.648435416448074
ENSMUSG00000041406,NaN
ENSMUSG00000041396,NaN
ENSMUSG00000026581,-1.7516725005657836
ENSMUSG00000040918,NaN
ENSMUSG00000026578,2.099482351010293
ENSMUSG00000026577,-1.0107826957793649
ENSMUSG00000026575,-1.0335797297282423
ENSMUSG00000026576,NaN
ENSMUSG00000097281,NaN
ENSMUSG00000102163,NaN
ENSMUSG00000101189,2.188039305342795
ENSMUSG00000102408,4.115038809990397
ENSMUSG00000026572,NaN
ENSMUSG00000040848,NaN
ENSMUSG00000040843,-1.1838235514317896
ENSMUSG00000026571,0.11797003807463725
ENSMUSG00000026568,-0.7169070149262174
ENSMUSG00000026567,2.0495267370217167
ENSMUSG00000026566,NaN
ENSMUSG00000040713,NaN
ENSMUSG00000005763,-1.7888479551613736
ENSMUSG00000026565,0.5110978178731951
ENSMUSG00000040629,-0.59576515459441
ENSMUSG00000103400,NaN
ENSMUSG00000026563,-1.0125908621033664
ENSMUSG00000040596,NaN
ENSMUSG00000026558,0.8861570373301243
ENSMUSG00000103139,0.28270793810020056
ENSMUSG00000102909,1.8624530039665947
ENSMUSG00000052428,2.2979561234558625
ENSMUSG00000026687,1.4245219264052122
ENSMUSG00000026688,0.2853076328781297
ENSMUSG00000040485,-0.6493798735766693
ENSMUSG00000052534,-0.642614613878891
ENSMUSG00000026683,-0.7297912271000332
ENSMUSG00000070532,NaN
ENSMUSG00000089990,-0.509294872813041
ENSMUSG00000026670,NaN
ENSMUSG00000026667,NaN
ENSMUSG00000038473,NaN
ENSMUSG00000042800,0.4629065076317481
ENSMUSG00000026663,-2.41157964810417
ENSMUSG00000026659,NaN
ENSMUSG00000096968,NaN
ENSMUSG00000038421,NaN
ENSMUSG00000059498,-2.722254296836224
ENSMUSG00000026649,-0.9948300705256526
ENSMUSG00000058076,1.333334910705519
ENSMUSG00000005674,NaN
ENSMUSG00000013593,-1.1455160433083262
ENSMUSG00000053483,-3.9755158892137454
