Feature
1,ENSMUSG00000118147
2,ENSMUSG00000022025
3,ENSMUSG00000031955
4,ENSMUSG00000027597
5,ENSMUSG00000020893
6,ENSMUSG00000032350
7,ENSMUSG00000034057
8,ENSMUSG00000020888
9,ENSMUSG00000017740
10,ENSMUSG00000104932
11,ENSMUSG00000042787
12,ENSMUSG00000091614
13,ENSMUSG00000111646
14,ENSMUSG00000086645
15,ENSMUSG00000053081
16,ENSMUSG00000051860
17,ENSMUSG00000055061
18,ENSMUSG00000028214
19,ENSMUSG00000059674
20,ENSMUSG00000030543
21,ENSMUSG00000085677
22,ENSMUSG00000085990
23,ENSMUSG00000039686
24,ENSMUSG00000021712
25,ENSMUSG00000066456
26,ENSMUSG00000087510
27,ENSMUSG00000025510
28,ENSMUSG00000034757
29,ENSMUSG00000046947
30,ENSMUSG00000086942
31,ENSMUSG00000031077
32,ENSMUSG00000069539
33,ENSMUSG00000097204
34,ENSMUSG00000039543
35,ENSMUSG00000038544
36,ENSMUSG00000031015
37,ENSMUSG00000026058
38,ENSMUSG00000022094
39,ENSMUSG00000019942
40,ENSMUSG00000106086
41,ENSMUSG00000033596
42,ENSMUSG00000115307
43,ENSMUSG00000023935
44,ENSMUSG00000074582
45,ENSMUSG00000113284
46,ENSMUSG00000006310
47,ENSMUSG00000040187
48,ENSMUSG00000104366
49,ENSMUSG00000010067
50,ENSMUSG00000026622
51,ENSMUSG00000117036
52,ENSMUSG00000020876
53,ENSMUSG00000040945
54,ENSMUSG00000038861
55,ENSMUSG00000046756
56,ENSMUSG00000062590
57,ENSMUSG00000067370
58,ENSMUSG00000114681
59,ENSMUSG00000040339
60,ENSMUSG00000048249
61,ENSMUSG00000087388
62,ENSMUSG00000042874
63,ENSMUSG00000070345
64,ENSMUSG00000097080
65,ENSMUSG00000046000
66,ENSMUSG00000073079
67,ENSMUSG00000070923
68,ENSMUSG00000021820
69,ENSMUSG00000030655
70,ENSMUSG00000112323
71,ENSMUSG00000054321
72,ENSMUSG00000113982
73,ENSMUSG00000109485
74,ENSMUSG00000035283
75,ENSMUSG00000096255
76,ENSMUSG00000074165
77,ENSMUSG00000045238
78,ENSMUSG00000046836
79,ENSMUSG00000046085
80,ENSMUSG00000005374
81,ENSMUSG00000046807
82,ENSMUSG00000024927
83,ENSMUSG00000020526
84,ENSMUSG00000027746
85,ENSMUSG00000097520
86,ENSMUSG00000021872
87,ENSMUSG00000023087
88,ENSMUSG00000025971
89,ENSMUSG00000058301
90,ENSMUSG00000110588
91,ENSMUSG00000035051
92,ENSMUSG00000022234
93,ENSMUSG00000111109
94,ENSMUSG00000086391
95,ENSMUSG00000034239
96,ENSMUSG00000108929
97,ENSMUSG00000039461
98,ENSMUSG00000037013
99,ENSMUSG00000030590
100,ENSMUSG00000004789
101,ENSMUSG00000039853
102,ENSMUSG00000023008
103,ENSMUSG00000002981
104,ENSMUSG00000116984
105,ENSMUSG00000021264
106,ENSMUSG00000032026
107,ENSMUSG00000028622
108,ENSMUSG00000106157
109,ENSMUSG00000107497
110,ENSMUSG00000095528
111,ENSMUSG00000026279
112,ENSMUSG00000085310
113,ENSMUSG00000021149
114,ENSMUSG00000072893
115,ENSMUSG00000049690
116,ENSMUSG00000038618
117,ENSMUSG00000040657
118,ENSMUSG00000013539
119,ENSMUSG00000020250
120,ENSMUSG00000056952
121,ENSMUSG00000087433
122,ENSMUSG00000038025
123,ENSMUSG00000043061
124,ENSMUSG00000097125
125,ENSMUSG00000032705
126,ENSMUSG00000049717
127,ENSMUSG00000030432
