Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000091318,Gm5415,0.002727226529194873,-1.409578646665305,0.7121265354689286,0.007256065499887342,1.409578646665305,0.7121265354689337
ENSMUSG00000026134,Prim2,0.01272705713624274,1.4973119489432136,0.3596138990414323,0.0024186884999624473,-1.4973119489432136,0.3596138990414323
ENSMUSG00000004768,Rab23,0.007272604077852994,0.7603463547770071,0.8322321155857357,0.0024186884999624473,-0.7603463547770071,0.8322321155857357
ENSMUSG00000042197,Zfp451,0.052726379564434205,-1.5930247877612373,0.0008807151762575712,0.15963344099752153,1.5930247877612373,0.0008807151762575712
ENSMUSG00000042182,Bend6,0.002727226529194873,0.590421353334694,0.9143490650820224,0,-0.590421353334694,0.9143490650820224
ENSMUSG00000026131,Dst,0.02545411427248548,0.8634398477411098,0.5664335700423553,0.012093442499812236,-0.8634398477411098,0.5664335700423553
ENSMUSG00000042111,Ccdc115,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000026127,Imp4,0.014545208155705988,1.677884194585034,0.28349793933362033,0.0024186884999624473,-1.677884194585034,0.28349793933362033
ENSMUSG00000026126,Ptpn18,0.004545377548658121,1.17538385405585,0.6799620857740686,0,-1.17538385405585,0.6799620857740686
ENSMUSG00000100280,Gm28417,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000101223,4930568A12Rik,0.013636132645974365,0.5904213533346949,0.8250958061858321,0.007256065499887342,-0.5904213533346949,0.8250958061858321
ENSMUSG00000026125,Prss39,0.13999762849867015,-0.2627372583360348,0.8112726915182035,0.16688950649740886,0.2627372583360348,0.8112726915182035
ENSMUSG00000037529,Prss40,0.02363596325302223,-0.5615817401103556,0.7364934088947013,0.03386163899947426,0.5615817401103556,0.7364934088947013
ENSMUSG00000045815,1700101I19Rik,0.02363596325302223,0.02338076061080052,1,0.021768196499662027,-0.02338076061080052,1
ENSMUSG00000037503,Fam168b,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000026123,Plekhb2,0.0018181510194632486,0.1753838540558501,1,0,-0.1753838540558501,1
ENSMUSG00000103708,Gm33222,0.0018181510194632486,-0.824616145944149,0.9143490650820224,0.0024186884999624473,0.824616145944149,0.9143490650820224
ENSMUSG00000104201,4930535G08Rik,0.003636302038926497,-0.08765055177794334,1,0.0024186884999624473,0.08765055177794334,1
ENSMUSG00000102202,Gm33280,0,-2.409578646665305,0.585188809300642,0.0024186884999624473,2.409578646665305,0.585188809300642
ENSMUSG00000102762,4930403P22Rik,0.002727226529194873,-2.8690102653026024,0.0114409798170051,0.024186884999624472,2.8690102653026024,0.0114409798170051
ENSMUSG00000010453,Kansl3,0.009090755097316243,1.0498529719719922,0.6793738307872524,0.0024186884999624473,-1.0498529719719922,0.6793738307872524
ENSMUSG00000037432,Fer1l5,0.004545377548658121,1.17538385405585,0.6793738307872524,0,-1.17538385405585,0.6793738307872524
ENSMUSG00000001143,Lman2l,0.009999830607047866,1.175383854055851,0.5585898099155385,0.0024186884999624473,-1.175383854055851,0.5585898099155385
ENSMUSG00000037408,Cnnm4,0.002727226529194873,0.590421353334694,0.9143490650820224,0,-0.590421353334694,0.9143490650820224
ENSMUSG00000067653,Ankrd23,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000079610,Ankrd39,0.008181679587584619,1.9123494482220558,0.521476461560835,0,-1.9123494482220558,0.521476461560835
ENSMUSG00000026121,Sema4c,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000087589,D430040D24Rik,0.004545377548658121,1.17538385405585,0.6793738307872524,0,-1.17538385405585,0.6793738307872524
ENSMUSG00000046337,Fam178b,0.13454317544028038,1.286027917739843,0.03274496632359959,0.05321114699917384,-1.286027917739843,0.03274496632359959
ENSMUSG00000061518,Cox5b,0.14727023257652314,1.6172214126784095,0.005921552862921181,0.0459550814992865,-1.6172214126784095,0.005921552862921181
ENSMUSG00000037351,Actr1b,0.008181679587584619,1.9123494482220558,0.41499867285943304,0,-1.9123494482220558,0.41499867285943304
ENSMUSG00000102416,4933424G06Rik,0.018181510194632485,-1.0172612238865453,0.31522479273556286,0.03628032749943671,1.0172612238865453,0.31522479273556286
ENSMUSG00000026117,Zap70,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000026116,Tmem131,0.0009090755097316243,-1.409578646665305,0.8250958061858321,0.0024186884999624473,1.409578646665305,0.8250958061858321
ENSMUSG00000102930,Gm38115,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000050122,Vwa3b,0.039999322428191465,-1.472314402013268,0.007373905659959027,0.11125967099827258,1.472314402013268,0.007373905659959027
ENSMUSG00000026113,Inpp4a,0.002727226529194873,-1.994541147386462,0.21064274137076971,0.012093442499812236,1.994541147386462,0.21064274137076971
ENSMUSG00000086064,4930439A04Rik,0.0018181510194632486,-0.824616145944149,1,0.0024186884999624473,0.824616145944149,1
ENSMUSG00000026112,Coa5,0.002727226529194873,-1.7315067415526677,0.33324778776130615,0.00967475399984979,1.7315067415526677,0.33324778776130615
ENSMUSG00000026111,Unc50,0.0299994918211436,2.677884194585034,0.015023392675564162,0.0024186884999624473,-2.677884194585034,0.015023392675564162
ENSMUSG00000026110,Mgat4a,0.009999830607047866,-1.1465442408315116,0.3447265074965066,0.021768196499662027,1.1465442408315116,0.3447265074965066
ENSMUSG00000026090,2010300C02Rik,0.002727226529194873,-0.4095786466653051,1,0.0024186884999624473,0.4095786466653051,1
ENSMUSG00000089767,4930556I23Rik,0,-2.409578646665305,0.585188809300642,0.0024186884999624473,2.409578646665305,0.585188809300642
ENSMUSG00000060771,Tsga10,0.10908906116779492,0.5092845906092887,0.585188809300642,0.07497934349883587,-0.5092845906092887,0.585188809300642
ENSMUSG00000026088,Mitd1,0.004545377548658121,1.17538385405585,0.7392379416653505,0,-1.17538385405585,0.7392379416653505
ENSMUSG00000026087,Mrpl30,0.052726379564434205,-0.22737531544455702,0.9860437448280954,0.06046721249906118,0.22737531544455702,0.9860437448280954
ENSMUSG00000058407,Txndc9,0.056362681603360706,1.5677012768346108,0.046608459733635574,0.01693081949973713,-1.5677012768346108,0.046608459733635574
ENSMUSG00000026083,Eif5b,0.1799969509268616,0.6123361297631345,0.4222951009879264,0.11609704799819748,-0.6123361297631345,0.4222951009879264
ENSMUSG00000026082,Rev1,0.005454453058389746,1.3977762753922978,0.5465003556121266,0,-1.3977762753922978,0.5465003556121266
ENSMUSG00000102716,Gm5099,0.0018181510194632486,-0.824616145944149,0.9143490650820224,0.0024186884999624473,0.824616145944149,0.9143490650820224
ENSMUSG00000037138,Aff3,0.0009090755097316243,-1.994541147386462,0.5072264270083077,0.004837376999924895,1.994541147386462,0.5072264270083077
ENSMUSG00000085391,Gm16150,0,-2.994541147386462,0.315326566663516,0.004837376999924895,2.994541147386462,0.315326566663516
ENSMUSG00000026078,Pdcl3,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000104188,Gm37821,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000026077,Npas2,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000073702,Rpl31,0.164542667261424,0.5132534928122343,0.5513127370776112,0.11367835949823503,-0.5132534928122343,0.5513127370776112
ENSMUSG00000003134,Tbc1d8,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000003135,Cnot11,0.013636132645974365,1.590421353334695,0.3519537780866206,0.0024186884999624473,-1.590421353334695,0.3519537780866206
ENSMUSG00000050967,Creg2,0.005454453058389746,1.3977762753922978,0.5465003556121266,0,-1.3977762753922978,0.5465003556121266
ENSMUSG00000057173,Rfx8,0.04909007752550771,2.786818566138197,0.0026659898688829375,0.004837376999924895,-2.786818566138197,0.0026659898688829375
ENSMUSG00000101634,1700066B17Rik,0.005454453058389746,-3.4602047197352737,0.00000041184544350592654,0.06772327799894852,3.4602047197352737,0.00000041184544350592654
ENSMUSG00000104441,Gm35801,0.0018181510194632486,-3.2840477645814463,0.004356128049220954,0.024186884999624472,3.2840477645814463,0.004356128049220954
ENSMUSG00000041945,Mfsd9,0.0009090755097316243,-1.409578646665305,0.8250958061858321,0.0024186884999624473,1.409578646665305,0.8250958061858321
ENSMUSG00000104072,4930448I06Rik,0.003636302038926497,-0.08765055177794334,1,0.0024186884999624473,0.08765055177794334,1
ENSMUSG00000060424,Pantr1,0.003636302038926497,0.9123494482220558,0.9143490650820224,0,-0.9123494482220558,0.9143490650820224
ENSMUSG00000060679,Mrps9,0.020908736723827356,0.590421353334694,0.8247783288183219,0.012093442499812236,-0.590421353334694,0.8247783288183219
ENSMUSG00000070939,Tgfbrap1,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000010290,AI597479,0.01272705713624274,1.4973119489432136,0.34202022188707304,0.0024186884999624473,-1.4973119489432136,0.34202022188707304
ENSMUSG00000008136,Fhl2,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000099576,Gm29040,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000066877,Nck2,0.003636302038926497,-0.08765055177794334,1,0.0024186884999624473,0.08765055177794334,1
ENSMUSG00000026051,Ecrg4,0,-2.409578646665305,0.585188809300642,0.0024186884999624473,2.409578646665305,0.585188809300642
ENSMUSG00000057363,Uxs1,0.0018181510194632486,-0.824616145944149,0.9184868418963319,0.0024186884999624473,0.824616145944149,0.9184868418963319
ENSMUSG00000041763,Tpp2,0.059089908132555574,2.3128873778057857,0.0038013048311421275,0.00967475399984979,-2.3128873778057857,0.0038013048311421275
ENSMUSG00000091844,Gm8251,0.004545377548658121,-3.4684723357188743,0.000030737403813527356,0.05804852399909874,3.4684723357188743,0.000030737403813527356
ENSMUSG00000026049,Tex30,0.03181764284060685,-1.3689366621679597,0.029515016113186465,0.08223540899872321,1.3689366621679597,0.029515016113186465
ENSMUSG00000026047,Poglut2,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000100769,Gm28893,0,-2.994541147386462,0.27208062771707087,0.004837376999924895,2.994541147386462,0.27208062771707087
ENSMUSG00000026042,Col5a2,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000025995,Wdr75,0.00636352856812137,-0.4095786466653051,1,0.007256065499887342,0.4095786466653051,1
ENSMUSG00000041144,Dnah7b,0.03636302038926497,0.9479733579527787,0.40706091382048865,0.01693081949973713,-0.9479733579527787,0.40706091382048865
ENSMUSG00000101337,Dnah7c,0.04090839793792309,2.113983309391707,0.01940181042854429,0.007256065499887342,-2.113983309391707,0.01940181042854429
ENSMUSG00000025986,Slc39a10,0.009090755097316243,0.04985297197199223,1,0.007256065499887342,-0.04985297197199223,1
ENSMUSG00000099608,4933411E06Rik,0.002727226529194873,0.590421353334694,0.9143490650820224,0,-0.590421353334694,0.9143490650820224
ENSMUSG00000026109,Tmeff2,0.0009090755097316243,-2.409578646665305,0.2966400860856937,0.007256065499887342,2.409578646665305,0.2966400860856937
ENSMUSG00000101702,1700072G22Rik,0.002727226529194873,-1.409578646665305,0.7121265354689286,0.007256065499887342,1.409578646665305,0.7121265354689337
ENSMUSG00000026107,Nabp1,0.01909058570436411,-1.9043433384148836,0.001957956684471061,0.07256065499887342,1.9043433384148836,0.001957956684471061
ENSMUSG00000062939,Stat4,0.033635793860070096,-1.2060452525801737,0.059519173009798594,0.07739803199879831,1.2060452525801737,0.059519173009798594
ENSMUSG00000109599,Gm31812,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000026104,Stat1,0.0018181510194632486,0.1753838540558501,1,0,-0.1753838540558501,1
ENSMUSG00000100120,Gm553,0,-3.409578646665305,0.1193962255783268,0.007256065499887342,3.409578646665305,0.1193962255783268
ENSMUSG00000043015,Nemp2,0.004545377548658121,-1.824616145944149,0.16704726464453817,0.01693081949973713,1.824616145944149,0.16704726464453817
ENSMUSG00000041439,Mfsd6,0.005454453058389746,0.39777627539229865,1,0.0024186884999624473,-0.39777627539229865,1
ENSMUSG00000026102,Inpp1,0.00636352856812137,-1.8690102653026024,0.1625653991010786,0.024186884999624472,1.8690102653026024,0.1625653991010786
ENSMUSG00000041426,Hibch,0.005454453058389746,1.3977762753922978,0.5465003556121266,0,-1.3977762753922978,0.5465003556121266
ENSMUSG00000043629,1700019D03Rik,0.052726379564434205,-2.8756637515345425,0.0000000000005392077350940021,0.3918275369939165,2.8756637515345425,0.0000000000005392077350940021
ENSMUSG00000060715,1700019A02Rik,0.16726989379061885,0.8738753004074211,0.16866879616708594,0.08949147449861056,-0.8738753004074211,0.16866879616708594
ENSMUSG00000100763,Gm28777,0.0018181510194632486,0.1753838540558501,1,0,-0.1753838540558501,1
ENSMUSG00000026096,Osgepl1,0.019999661214095733,1.5290208086705501,0.23123886889078435,0.004837376999924895,-1.5290208086705501,0.23123886889078435
ENSMUSG00000026095,Asnsd1,0.09999830607047867,-0.007480203093960025,1,0.09916622849846034,0.007480203093960025,1
ENSMUSG00000096141,Dnah7a,0.05454453058389746,2.199230596010218,0.008586273074501697,0.00967475399984979,-2.199230596010218,0.008586273074501697
ENSMUSG00000026094,Stk17b,0.004545377548658121,0.175383854055851,1,0.0024186884999624473,-0.175383854055851,1
ENSMUSG00000042807,Hecw2,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
ENSMUSG00000025983,Ccdc150,0.03181764284060685,-0.6319710680017536,0.5504901972609255,0.048373769999248944,0.6319710680017536,0.5504901972609255
ENSMUSG00000041303,Gtf3c3,0.010908906116779492,1.2908610714757867,0.5752725814395452,0.0024186884999624473,-1.2908610714757867,0.5752725814395452
ENSMUSG00000109809,Gm34066,0,-2.409578646665305,0.585188809300642,0.0024186884999624473,2.409578646665305,0.585188809300642
ENSMUSG00000073678,Pgap1,0.004545377548658121,-0.40957864666530597,1,0.004837376999924895,0.40957864666530597,1
ENSMUSG00000052331,Ankrd44,0.0018181510194632486,-0.824616145944149,0.9143490650820224,0.0024186884999624473,0.824616145944149,0.9143490650820224
ENSMUSG00000101674,4930444A19Rik,0,-4.21693356872291,0.008586273074501697,0.014512130999774685,4.21693356872291,0.008586273074501697
ENSMUSG00000025982,Sf3b1,0.07908956934665132,3.464890471250835,0.00001983822825220543,0.004837376999924895,-3.464890471250835,0.00001983822825220543
ENSMUSG00000025981,Coq10b,0.011817981626511116,-1.50911432021622,0.12221291820658783,0.03386163899947426,1.50911432021622,0.12221291820658783
ENSMUSG00000025980,Hspd1,0.002727226529194873,0.590421353334694,1,0,-0.590421353334694,1
ENSMUSG00000073676,Hspe1,0.003636302038926497,-0.08765055177794334,1,0.0024186884999624473,0.08765055177794334,1
ENSMUSG00000025979,Mob4,0.002727226529194873,0.590421353334694,0.9143490650820224,0,-0.590421353334694,0.9143490650820224
ENSMUSG00000025978,Rftn2,0.009999830607047866,0.590421353334694,0.9167934647551879,0.004837376999924895,-0.590421353334694,0.9167934647551879
ENSMUSG00000097649,Gm10561,0.004545377548658121,1.17538385405585,0.6793738307872524,0,-1.17538385405585,0.6793738307872524
ENSMUSG00000046994,Mars2,0.009090755097316243,0.04985297197199223,1,0.007256065499887342,-0.04985297197199223,1
ENSMUSG00000025977,Boll,0.04090839793792309,2.113983309391707,0.01940181042854429,0.007256065499887342,-2.113983309391707,0.01940181042854429
ENSMUSG00000038349,Plcl1,0.0018181510194632486,0.1753838540558501,1,0,-0.1753838540558501,1
ENSMUSG00000100372,1700003I22Rik,0.0636352856812137,1.1552059721182197,0.15664166263069712,0.02660557349958692,-1.1552059721182197,0.15664166263069712
ENSMUSG00000045336,Hsfy2,0.007272604077852994,-2.883509834997718,0.00003241566871249548,0.05804852399909874,2.883509834997718,0.00003241566871249548
ENSMUSG00000097519,4930558J18Rik,0.03454486936980172,1.2908610714757858,0.22114059804488834,0.012093442499812236,-1.2908610714757858,0.2211405980448899
ENSMUSG00000038323,1700066M21Rik,0.014545208155705988,1.092921693863877,0.5585898099155385,0.004837376999924895,-1.092921693863877,0.5585898099155385
ENSMUSG00000048495,Tyw5,0.003636302038926497,0.9123494482220558,0.9158938655557245,0,-0.9123494482220558,0.9158938655557245
ENSMUSG00000025971,Maip1,0.008181679587584619,0.9123494482220567,0.6657374769824559,0.0024186884999624473,-0.9123494482220567,0.6657374769824559
ENSMUSG00000054770,Kctd18,0.003636302038926497,0.9123494482220558,0.9143490650820224,0,-0.9123494482220558,0.9143490650820224
ENSMUSG00000026039,Sgo2a,0.02363596325302223,3.3453088554981623,0.009651519677908454,0,-3.3453088554981623,0.009651519677908454
ENSMUSG00000063558,Aox1,0.002727226529194873,0.590421353334694,0.9162445263569373,0,-0.590421353334694,0.9162445263569373
ENSMUSG00000064294,Aox3,0.004545377548658121,0.175383854055851,1,0.0024186884999624473,-0.175383854055851,1
ENSMUSG00000051223,Bzw1,0.011817981626511116,-2.924151819495064,0.000001679133244424152,0.09432885149853544,2.924151819495064,0.000001679133244424152
ENSMUSG00000026034,Clk1,0.003636302038926497,0.9123494482220558,0.9281506739225873,0,-0.9123494482220558,0.9281506739226137
ENSMUSG00000026035,Ppil3,0.009999830607047866,1.175383854055851,0.5585898099155385,0.0024186884999624473,-1.175383854055851,0.5585898099155385
ENSMUSG00000026037,Orc2,0.008181679587584619,0.9123494482220567,0.6793738307872524,0.0024186884999624473,-0.9123494482220567,0.6793738307872524
ENSMUSG00000085054,Gm15834,0.0009090755097316243,-0.40957864666530597,1,0,0.40957864666530597,1
